Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Tungsten,94.22,19.12,148,145,165,0.1863,1.0
Brass,61.88,8.6,634,111,53,2.8697,1.0
CastIron,86.94,7.35,424,132,362,0.3811,1.0
Inconel,96.21,8.14,458,84,926,0.1433,0.7591
Magnesium,32.08,1.71,396,120,817,0.2738,1.0
Inconel,90.9,8.47,75,16,700,0.0924,0.2418
Zinc,27.11,7.15,708,5,947,0.066,0.1961
Titanium,78.78,4.53,741,32,435,0.146,0.359
Brass,50.24,8.36,102,46,998,0.0742,0.9302
Brass,58.26,8.55,511,186,514,0.5807,1.0
Copper,38.85,8.99,708,88,389,0.5717,1.0
Aluminum,47.79,2.63,476,18,760,0.1694,0.4348
Magnesium,37.23,1.69,546,39,122,0.617,1.0
CastIron,85.72,7.35,94,116,848,0.1374,1.0
Copper,50.67,8.81,732,198,317,1.2972,1.0
Bronze,55.96,8.76,677,122,520,0.5465,1.0
Zinc,37.97,7.05,286,86,225,0.5031,1.0
Tungsten,92.41,19.08,483,34,311,0.189,0.5807
Magnesium,32.58,1.86,64,140,943,0.2176,1.0
PTFE,14.38,2.29,793,56,863,0.4646,1.0
Aluminum,49.25,2.62,459,18,686,0.088,0.5846
Graphite,24.64,1.92,753,6,831,0.1164,0.2254
Copper,54.02,8.9,756,146,952,0.2803,1.0
Ceramic,95.79,3.66,681,111,343,0.3971,1.0
Magnesium,37.18,1.86,209,115,722,0.1494,1.0
Titanium,86.43,4.49,588,21,549,0.0978,0.4349
Bronze,69.59,8.83,615,103,154,0.8731,1.0
Zinc,39.9,7.17,235,158,914,0.2815,1.0
Zinc,39.57,7.07,117,168,443,0.2569,1.0
Titanium,85.37,4.42,453,139,477,0.2477,1.0
Nickel,63.22,8.81,108,144,463,0.2521,1.0
Titanium,83.91,4.59,104,27,791,0.1656,0.541
Ceramic,90.14,3.59,557,29,432,0.1439,0.4812
Brass,45.73,8.59,325,159,407,0.4458,1.0
Aluminum,46.24,2.67,754,163,81,4.2568,1.0
PTFE,5.17,2.24,114,181,544,0.9301,1.0
Zinc,25.2,7.18,181,159,828,0.2158,1.0
Bronze,63.56,8.74,794,59,931,0.1234,0.8626
PTFE,11.31,2.23,365,9,137,0.387,0.7893
Titanium,81.81,4.47,61,66,151,0.1712,0.837
Titanium,82.13,4.54,59,59,817,0.0442,0.6587
PTFE,6.11,2.16,593,163,419,4.7652,1.0
Graphite,19.89,2.03,682,121,312,1.8091,1.0
Bronze,69.5,8.68,694,136,827,0.2281,1.0
Aluminum,45.11,2.76,556,133,204,1.1164,1.0
Titanium,81.17,4.54,701,160,85,2.1486,1.0
Tungsten,99.28,19.19,139,180,588,0.1394,1.0
Aluminum,45.53,2.73,681,157,928,0.3499,1.0
Brass,52.81,8.63,350,69,98,0.7473,1.0
Nickel,66.61,8.79,723,188,212,1.3646,1.0
Steel,82.08,7.86,433,195,114,1.1805,1.0
Nickel,63.27,8.8,222,21,885,0.0476,0.4495
Titanium,86.66,4.46,385,8,410,0.0531,0.3682
Tungsten,92.31,19.11,442,6,791,0.0569,0.3207
Tungsten,92.8,19.01,305,150,298,0.2301,1.0
Zinc,25.64,7.04,566,93,715,0.4493,1.0
Magnesium,36.57,1.86,370,166,738,0.315,1.0
Inconel,97.81,8.31,677,133,413,0.3465,1.0
Copper,39.32,8.95,617,185,445,0.8492,1.0
Steel,76.29,7.89,669,136,420,0.4422,1.0
PTFE,9.14,2.14,105,178,445,0.6656,1.0
Brass,63.67,8.67,70,151,70,0.3969,1.0
Bronze,53.31,8.74,556,54,429,0.3012,0.8967
PTFE,10.48,2.1,28,98,262,0.2995,1.0
PTFE,13.37,2.23,637,184,888,1.3824,1.0
Tungsten,98.21,19.4,589,93,795,0.1174,0.7593
Inconel,94.22,8.19,420,30,177,0.2377,0.4831
Brass,50.89,8.67,429,108,338,0.5167,1.0
Steel,84.9,7.77,272,6,229,0.2047,0.1433
Nickel,65.98,8.87,321,120,824,0.2352,1.0
Ceramic,85.14,3.69,143,178,128,0.3165,1.0
Inconel,80.16,8.42,631,183,351,0.5638,1.0
Bronze,68.93,8.86,49,94,895,0.1829,1.0
Steel,69.09,7.8,224,32,362,0.1058,0.5282
Steel,71.29,7.87,474,161,603,0.2751,1.0
CastIron,70.17,7.29,215,186,161,0.5915,1.0
CastIron,78.16,7.04,467,10,111,0.0982,0.236
Brass,62.8,8.63,708,177,376,0.6772,1.0
Inconel,81.06,8.27,33,103,534,0.168,0.9184
Ceramic,86.04,3.87,407,178,798,0.2033,1.0
Inconel,85.08,8.3,657,103,240,0.4369,1.0
Nickel,79.82,8.8,148,154,537,0.0989,1.0
Magnesium,39.59,1.65,161,192,353,0.457,1.0
Tungsten,92.74,19.13,639,159,814,0.3217,1.0
Bronze,61.73,8.71,142,11,548,0.1652,0.3267
Graphite,14.03,2.14,302,29,359,0.2332,1.0
Copper,44.62,8.82,266,111,881,0.1262,1.0
CastIron,85.87,7.24,28,120,532,0.1968,1.0
PTFE,11.26,2.2,82,194,117,1.5853,1.0
Ceramic,94.51,3.97,643,104,827,0.2356,0.7899
Bronze,63.15,8.68,766,108,256,0.8253,1.0
Aluminum,58.86,2.61,250,110,591,0.2204,1.0
Bronze,60.91,8.87,400,69,592,0.2595,0.9959
Graphite,23.01,1.99,166,13,840,0.1476,0.6175
Zinc,34.22,7.03,157,41,52,0.508,1.0
Zinc,34.63,7.06,398,153,636,0.3882,1.0
Nickel,67.13,8.8,258,50,358,0.1,0.5671
Bronze,68.42,8.72,716,103,70,1.9953,1.0
Inconel,92.61,8.49,288,185,355,0.3245,1.0
Zinc,37.39,7.11,299,15,914,0.2007,0.4625
Ceramic,97.67,3.78,96,139,100,0.2584,1.0
Ceramic,89.97,3.94,597,165,483,0.3251,1.0
Aluminum,49.29,2.7,31,9,362,0.1601,0.414
Bronze,63.35,8.66,456,112,504,0.3763,1.0
Nickel,69.86,8.84,578,104,281,0.4431,1.0
Aluminum,44.5,2.77,622,165,673,0.5315,1.0
Aluminum,41.43,2.76,63,58,128,0.1904,1.0
Magnesium,36.73,1.62,237,151,127,1.0613,1.0
Graphite,15.98,1.81,315,141,70,5.115,1.0
Bronze,62.31,8.8,349,15,809,0.195,0.5022
Tungsten,94.31,19.26,98,173,679,0.1589,1.0
Magnesium,39.47,1.81,446,21,346,0.2819,0.4964
Zinc,37.96,7.02,702,133,787,0.4026,1.0
Bronze,51.95,8.72,711,130,506,0.5718,1.0
Magnesium,33.23,1.87,699,12,880,0.2132,0.3868
Titanium,77.0,4.55,179,59,427,0.1479,0.7604
Aluminum,42.5,2.61,85,151,519,0.2099,1.0
Titanium,79.11,4.51,670,72,954,0.1825,0.8572
Magnesium,39.69,1.83,626,194,682,0.683,1.0
CastIron,81.05,7.37,761,13,940,0.2093,0.1923
CastIron,81.35,7.19,705,168,540,0.4514,1.0
Aluminum,44.92,2.63,585,15,850,0.2161,0.3771
Titanium,87.07,4.44,326,102,499,0.2884,1.0
PTFE,9.55,2.28,474,91,592,1.0255,1.0
Magnesium,32.04,1.72,312,77,629,0.1988,1.0
Titanium,76.01,4.54,736,71,993,0.1438,0.9706
Brass,58.69,8.31,220,167,104,0.7841,1.0
Bronze,63.38,8.72,686,69,116,0.8293,0.8234
Inconel,97.77,8.27,391,130,734,0.2364,1.0
Graphite,14.27,1.93,549,194,149,6.3758,1.0
PTFE,6.96,2.21,409,137,352,2.9719,1.0
Brass,62.37,8.6,409,145,472,0.2658,1.0
Aluminum,55.13,2.66,606,105,230,0.6727,1.0
CastIron,86.8,7.13,796,64,277,0.3899,0.7549
Steel,75.33,7.89,770,128,831,0.224,1.0
Inconel,82.16,8.34,348,193,210,0.5944,1.0
Brass,62.51,8.39,333,52,841,0.1153,0.8276
Ceramic,86.17,3.63,413,69,633,0.1239,0.8538
Bronze,70.45,8.76,579,80,299,0.294,0.8731
Inconel,92.75,8.27,695,167,56,2.9684,1.0
Steel,83.1,7.82,463,137,927,0.2996,1.0
Tungsten,95.7,19.2,306,39,268,0.2013,0.4602
Bronze,60.15,8.84,405,187,522,0.4801,1.0
PTFE,6.91,2.14,372,198,381,3.5611,1.0
Tungsten,99.16,19.15,556,144,76,1.3742,1.0
Titanium,84.34,4.44,141,107,962,0.1747,1.0
Aluminum,44.35,2.78,77,11,388,0.0616,0.3257
Tungsten,98.82,19.06,55,11,289,0.1053,0.3406
Steel,73.6,7.73,321,179,246,0.4825,1.0
Zinc,31.67,7.17,517,22,191,0.2677,0.5964
Graphite,23.08,2.0,700,138,317,1.7796,1.0
Aluminum,52.82,2.66,118,122,222,0.3222,1.0
Titanium,93.89,4.57,461,80,386,0.3116,0.6783
Magnesium,38.88,1.84,643,121,324,0.9101,1.0
PTFE,8.28,2.21,508,93,231,3.1781,1.0
Steel,82.17,7.88,435,47,368,0.2001,0.6114
Magnesium,33.85,1.64,700,146,229,1.841,1.0
Bronze,53.68,8.82,774,186,822,0.5597,1.0
Aluminum,51.74,2.75,622,30,777,0.1763,0.7245
Brass,63.92,8.67,800,180,926,0.3808,1.0
Ceramic,97.35,3.79,698,181,491,0.3899,1.0
Magnesium,34.77,1.65,257,126,322,0.4597,1.0
Tungsten,98.61,19.3,604,5,118,0.0921,0.2569
Brass,52.97,8.49,612,26,207,0.2869,0.3802
Brass,53.52,8.54,100,158,567,0.1935,1.0
Graphite,10.48,1.88,736,88,384,2.057,1.0
Magnesium,37.59,1.72,206,200,212,0.7009,1.0
Ceramic,91.7,3.64,449,156,916,0.289,1.0
Nickel,71.81,8.89,271,81,319,0.2302,0.9089
Titanium,82.62,4.52,345,200,572,0.3062,1.0
Copper,53.59,8.99,49,196,465,0.1066,1.0
Copper,39.9,8.93,206,129,209,0.5759,1.0
Inconel,82.13,8.27,587,56,367,0.2982,0.5454
Graphite,20.3,2.08,548,67,701,0.5011,1.0
PTFE,7.38,2.25,52,73,624,0.1417,1.0
Inconel,91.69,8.25,60,65,948,0.1333,0.7272
Nickel,68.12,8.82,124,115,351,0.1432,1.0
Zinc,39.89,7.05,772,129,338,0.9351,1.0
Graphite,11.15,2.13,623,10,386,0.2075,0.6824
Inconel,87.16,8.28,501,68,404,0.1477,0.6309
Ceramic,88.94,3.66,109,8,384,0.0646,0.3864
Inconel,91.84,8.33,149,72,640,0.1895,0.7363
Copper,45.76,8.88,124,108,124,0.3646,1.0
Nickel,69.4,8.79,402,166,373,0.3482,1.0
Bronze,51.65,8.7,276,66,103,0.4708,0.9281
Magnesium,40.72,1.71,172,186,872,0.2883,1.0
PTFE,9.52,2.17,794,119,276,4.6356,1.0
Inconel,90.3,8.34,360,177,408,0.2477,1.0
Aluminum,54.04,2.68,300,127,299,0.3412,1.0
Titanium,90.71,4.41,356,118,210,0.3155,1.0
Titanium,85.51,4.47,418,185,908,0.2617,1.0
Zinc,30.22,7.07,685,195,250,2.3809,1.0
Aluminum,45.53,2.7,663,152,187,1.6652,1.0
Graphite,10.65,1.9,299,193,249,2.7688,1.0
Zinc,39.85,7.02,149,34,304,0.162,0.8429
Inconel,84.25,8.18,599,84,250,0.3799,0.9592
Steel,69.67,7.73,324,193,914,0.1842,1.0
Nickel,60.12,8.78,347,108,471,0.3391,1.0
Tungsten,90.05,19.37,409,102,862,0.1025,0.9525
Bronze,67.02,8.79,539,160,243,0.8413,1.0
Ceramic,88.11,3.53,131,145,487,0.2184,1.0
Copper,51.78,8.88,112,156,577,0.2595,1.0
Zinc,26.19,7.08,107,147,787,0.2947,1.0
Inconel,92.51,8.38,498,170,57,2.0976,1.0
Magnesium,33.64,1.62,505,102,93,2.1758,1.0
Nickel,79.64,8.84,519,143,548,0.2249,1.0
Tungsten,96.49,19.15,742,95,492,0.2658,0.9125
Inconel,86.16,8.31,703,155,181,0.9578,1.0
Inconel,83.52,8.33,796,17,997,0.1616,0.4694
Inconel,86.11,8.15,375,57,519,0.1096,0.689
Zinc,32.92,7.05,444,96,929,0.3348,1.0
Aluminum,42.38,2.67,331,96,614,0.2553,1.0
Graphite,10.53,2.03,277,50,338,0.6568,1.0
Ceramic,95.53,3.57,558,195,171,0.981,1.0
Tungsten,96.85,19.1,686,33,93,0.4513,0.5143
Brass,47.63,8.43,140,41,804,0.1576,0.7176
Aluminum,45.61,2.66,763,29,854,0.2581,0.6345
Titanium,79.67,4.51,694,134,277,0.6452,1.0
Inconel,84.37,8.11,70,145,988,0.0972,1.0
Titanium,84.7,4.57,693,36,95,0.5634,0.5606
Inconel,86.24,8.44,139,116,994,0.2043,1.0
Zinc,39.39,7.19,119,90,509,0.2556,1.0
Magnesium,37.57,1.64,97,69,181,0.2194,1.0
Aluminum,59.71,2.65,99,58,743,0.1546,0.9361
Steel,73.48,7.86,482,39,184,0.3129,0.6197
Titanium,89.83,4.52,721,100,601,0.2773,1.0
Magnesium,36.13,1.62,496,111,585,0.4699,1.0
PTFE,5.79,2.2,308,24,719,0.2485,1.0
CastIron,89.0,7.12,181,30,734,0.1974,0.5719
Titanium,94.68,4.51,439,61,886,0.2066,0.514
Nickel,62.52,8.76,577,64,907,0.148,0.8646
Magnesium,38.63,1.8,502,152,335,0.7631,1.0
CastIron,75.68,7.05,26,79,522,0.1848,1.0
Brass,55.21,8.62,588,6,970,0.0467,0.2435
Magnesium,39.3,1.63,295,54,330,0.2774,1.0
Brass,51.83,8.57,645,95,206,0.7874,1.0
Graphite,14.33,2.06,616,87,794,0.7672,1.0
Graphite,20.99,1.97,36,157,298,0.192,1.0
Inconel,87.03,8.31,259,100,794,0.1312,1.0
PTFE,5.28,2.2,591,182,449,5.864,1.0
Graphite,23.83,2.02,490,110,318,0.9754,1.0
Graphite,23.79,2.16,192,42,760,0.2509,1.0
Aluminum,58.19,2.78,205,37,255,0.1005,0.5345
Titanium,92.37,4.54,51,93,797,0.1841,0.8902
Copper,44.63,8.81,167,165,630,0.1854,1.0
Titanium,79.66,4.45,447,59,742,0.1207,0.7893
Graphite,12.44,2.04,358,141,135,3.8341,1.0
PTFE,8.92,2.1,54,105,992,0.2519,1.0
Nickel,67.36,8.87,364,189,529,0.4126,1.0
Steel,77.27,7.86,122,200,73,0.6068,1.0
Magnesium,39.09,1.79,131,153,828,0.2239,1.0
Nickel,78.17,8.81,285,97,906,0.2273,0.8798
Steel,73.55,7.89,369,77,639,0.221,0.9545
Nickel,76.76,8.78,309,96,578,0.241,0.9287
PTFE,14.54,2.14,465,112,435,1.2021,1.0
Zinc,30.06,7.14,61,129,738,0.1821,1.0
Titanium,94.52,4.57,577,32,708,0.1839,0.3923
Steel,73.07,7.72,630,86,359,0.3478,1.0
Graphite,13.97,2.13,119,79,575,0.2768,1.0
Tungsten,96.54,19.22,163,137,540,0.1671,1.0
Bronze,53.7,8.74,204,86,392,0.1677,1.0
PTFE,5.26,2.25,222,119,422,1.5319,1.0
Ceramic,98.8,3.97,593,93,219,0.4585,0.8691
Copper,51.15,8.99,123,13,251,0.1086,0.2443
Graphite,15.67,1.93,658,121,444,1.5442,1.0
Bronze,69.96,8.69,340,27,536,0.1947,0.3242
Copper,36.7,8.8,346,14,836,0.1888,0.5227
Inconel,86.76,8.48,743,181,755,0.3902,1.0
Aluminum,53.97,2.75,751,130,133,1.8298,1.0
Tungsten,98.63,19.39,117,105,54,0.418,0.9947
Steel,75.15,7.8,677,86,895,0.2364,0.9847
Titanium,83.76,4.51,165,114,775,0.054,1.0
Steel,68.17,7.85,96,20,422,0.1057,0.3937
Titanium,91.76,4.59,348,51,419,0.1055,0.4797
Titanium,75.17,4.55,134,174,810,0.0712,1.0
Magnesium,39.17,1.61,35,94,362,0.0673,1.0
Brass,53.53,8.61,504,85,301,0.461,1.0
Magnesium,36.6,1.66,402,137,749,0.4351,1.0
Copper,40.62,8.96,701,160,250,1.4674,1.0
Brass,64.87,8.54,180,133,562,0.112,1.0
CastIron,72.55,7.09,355,108,742,0.1243,1.0
CastIron,77.9,7.15,75,54,904,0.1568,0.6182
CastIron,73.23,7.24,179,155,517,0.2484,1.0
Steel,80.34,7.8,671,36,463,0.1052,0.3597
Ceramic,88.02,3.72,48,53,72,0.1401,0.7208
PTFE,12.67,2.29,118,68,203,0.455,1.0
Aluminum,51.37,2.68,737,45,781,0.1589,0.9295
Graphite,14.42,1.91,652,177,822,1.347,1.0
Copper,35.7,8.86,650,178,611,0.8533,1.0
Inconel,91.76,8.11,493,15,823,0.1518,0.2047
Inconel,81.62,8.25,411,95,163,0.4621,1.0
Titanium,92.32,4.4,88,61,157,0.1239,0.5498
Bronze,64.24,8.77,215,46,799,0.1746,0.6757
PTFE,7.46,2.28,582,97,429,2.3269,1.0
Copper,47.17,8.93,525,115,373,0.457,1.0
PTFE,5.5,2.27,177,197,842,1.0281,1.0
Bronze,59.93,8.62,83,35,50,0.2569,0.4897
Steel,80.24,7.81,662,174,537,0.4132,1.0
Titanium,78.44,4.43,390,154,583,0.1812,1.0
CastIron,71.42,7.02,68,61,608,0.0772,0.6399
Nickel,77.85,8.87,658,124,305,0.6004,1.0
PTFE,10.06,2.23,231,135,825,0.4846,1.0
CastIron,82.37,7.13,339,140,247,0.4121,1.0
Copper,46.52,8.96,121,19,104,0.1759,0.604
PTFE,11.77,2.21,750,176,570,2.5193,1.0
Graphite,12.63,1.99,619,58,649,0.7435,1.0
PTFE,6.66,2.2,84,119,830,0.3735,1.0
Aluminum,45.53,2.65,369,158,376,0.4771,1.0
Aluminum,41.05,2.69,550,156,750,0.4515,1.0
Inconel,91.79,8.46,624,13,326,0.0883,0.1554
Zinc,28.69,7.15,164,90,969,0.1862,1.0
Nickel,69.28,8.73,373,9,91,0.2121,0.3355
Titanium,86.28,4.57,630,5,73,0.1384,0.344
Inconel,86.25,8.37,162,111,212,0.3078,0.9379
PTFE,8.09,2.15,441,75,354,1.6094,1.0
Steel,77.62,7.83,300,5,86,0.0726,0.1228
Aluminum,56.81,2.6,110,113,686,0.1726,1.0
Steel,84.19,7.72,576,134,124,1.0668,1.0
Zinc,34.23,7.15,731,192,500,1.0624,1.0
Graphite,18.11,1.85,431,149,260,1.849,1.0
Copper,44.76,8.97,193,47,134,0.2377,1.0
Ceramic,89.36,3.63,694,100,730,0.1713,1.0
Magnesium,37.85,1.63,199,127,409,0.3879,1.0
Steel,72.91,7.76,530,100,648,0.215,1.0
Graphite,22.36,2.11,135,118,135,0.7923,1.0
Inconel,82.76,8.3,330,158,346,0.3542,1.0
Steel,65.56,7.84,339,146,814,0.2693,1.0
Graphite,11.72,2.11,380,20,930,0.1883,1.0
Brass,53.83,8.41,371,6,449,0.0803,0.4051
Bronze,66.16,8.76,302,32,909,0.0898,0.524
Magnesium,43.93,1.73,189,129,568,0.2363,1.0
Brass,56.33,8.32,743,125,670,0.419,1.0
Brass,55.1,8.45,754,118,882,0.2665,1.0
Zinc,35.33,7.08,696,196,948,0.6289,1.0
Ceramic,93.71,3.61,746,103,86,1.2675,1.0
Steel,71.85,7.83,555,96,845,0.2999,1.0
Nickel,77.83,8.88,598,45,533,0.1607,0.6438
Tungsten,98.83,19.32,595,176,126,1.1559,1.0
Inconel,83.38,8.4,531,45,939,0.1853,0.6683
Graphite,23.5,1.96,459,194,709,0.852,1.0
PTFE,11.48,2.19,106,54,483,0.1686,1.0
Nickel,63.38,8.84,728,58,798,0.2828,0.703
Copper,53.79,8.89,417,183,312,0.579,1.0
Zinc,25.18,7.19,146,166,809,0.2883,1.0
Graphite,10.48,2.07,679,85,307,2.4163,1.0
Titanium,88.98,4.41,126,134,250,0.1544,1.0
Bronze,57.25,8.65,116,166,695,0.1565,1.0
PTFE,10.23,2.28,513,16,303,0.4817,1.0
Magnesium,38.54,1.8,522,89,503,0.3167,1.0
Steel,80.38,7.9,736,8,856,0.1737,0.4026
Bronze,53.33,8.71,305,44,307,0.2271,0.8945
Aluminum,50.66,2.68,327,190,686,0.3812,1.0
Magnesium,32.11,1.71,86,27,370,0.224,0.8263
Zinc,26.38,7.19,709,115,174,2.3663,1.0
Copper,39.0,8.87,513,164,83,3.306,1.0
Copper,36.22,8.93,736,166,254,1.8027,1.0
PTFE,11.68,2.14,338,64,802,0.3243,1.0
CastIron,75.26,7.37,218,167,204,0.4866,1.0
PTFE,13.81,2.18,543,61,226,1.4575,1.0
CastIron,79.78,7.06,458,24,188,0.2237,0.3869
Bronze,62.25,8.71,800,176,604,0.5198,1.0
Bronze,51.03,8.73,459,10,805,0.2109,0.4562
Ceramic,87.37,3.93,582,35,268,0.1922,0.4444
Inconel,87.7,8.5,461,80,950,0.2339,0.9568
Ceramic,86.56,3.86,635,189,447,0.4191,1.0
Nickel,68.54,8.87,629,85,207,0.6595,1.0
Graphite,23.83,2.01,753,133,534,1.0553,1.0
Nickel,76.46,8.74,568,93,722,0.2738,0.91
Copper,45.38,8.98,747,96,405,0.6264,1.0
Brass,48.33,8.47,493,142,285,0.7024,1.0
Graphite,13.53,2.1,415,113,372,1.2099,1.0
Bronze,68.69,8.74,459,103,783,0.2134,1.0
Graphite,19.23,1.83,352,8,718,0.0619,0.5488
Graphite,15.29,2.11,121,9,436,0.0967,0.5933
Magnesium,36.3,1.65,760,186,894,0.5577,1.0
PTFE,5.65,2.17,529,50,183,3.3105,1.0
Steel,78.74,7.89,75,144,617,0.1814,1.0
CastIron,85.27,7.31,370,46,93,0.4293,0.6376
Graphite,12.6,2.11,416,129,84,6.4206,1.0
Copper,48.1,8.88,777,137,300,1.0083,1.0
CastIron,78.25,7.37,638,197,731,0.3176,1.0
Nickel,78.53,8.71,685,58,708,0.1721,0.7758
Steel,76.76,7.85,310,5,483,0.1158,0.3922
Zinc,33.8,7.19,374,112,647,0.3501,1.0
Titanium,79.49,4.54,170,181,566,0.242,1.0
Steel,75.07,7.8,531,114,615,0.2309,1.0
Bronze,51.31,8.79,413,48,815,0.1943,0.7101
Titanium,86.42,4.59,153,115,847,0.1804,0.9423
Titanium,79.36,4.41,572,162,409,0.4341,1.0
Bronze,55.19,8.64,457,9,821,0.1551,0.231
PTFE,10.36,2.14,263,42,537,0.4349,1.0
Nickel,64.06,8.83,80,86,909,0.1644,1.0
Tungsten,94.13,19.16,583,143,431,0.2774,1.0
Copper,54.9,8.98,598,20,835,0.0553,0.5535
Copper,46.98,8.94,608,34,573,0.2814,0.5525
Nickel,61.12,8.71,213,83,618,0.2459,1.0
Copper,48.68,8.93,235,137,595,0.2271,1.0
Aluminum,47.49,2.61,331,98,469,0.2962,1.0
Magnesium,41.25,1.64,430,88,636,0.3469,1.0
Nickel,64.09,8.87,679,49,372,0.1874,0.6047
Ceramic,97.83,3.85,548,153,776,0.2403,1.0
Nickel,76.68,8.71,711,148,893,0.3878,1.0
Brass,64.15,8.39,281,51,483,0.2383,0.6434
CastIron,72.25,7.2,236,179,220,0.4833,1.0
Brass,59.37,8.64,670,195,431,0.6887,1.0
Brass,50.06,8.62,544,51,646,0.28,0.941
Ceramic,88.63,3.86,680,150,245,0.7019,1.0
Inconel,88.01,8.3,81,143,179,0.211,1.0
Bronze,58.26,8.79,763,172,899,0.3542,1.0
Graphite,17.89,1.96,345,33,94,0.9355,1.0
Ceramic,86.28,3.97,597,177,680,0.2755,1.0
Aluminum,48.49,2.64,330,131,442,0.437,1.0
Tungsten,92.12,19.2,171,59,403,0.1128,0.6062
CastIron,83.58,7.16,582,122,183,0.7014,1.0
Copper,44.11,8.84,44,99,619,0.2088,1.0
Nickel,62.19,8.86,796,150,169,1.5224,1.0
Brass,62.85,8.38,375,32,951,0.1307,0.3912
PTFE,10.84,2.18,781,103,529,1.9321,1.0
Steel,78.45,7.79,780,13,902,0.1801,0.2383
Inconel,92.01,8.45,534,46,278,0.2283,0.4608
Ceramic,92.56,3.95,687,38,362,0.1765,0.4566
Zinc,33.64,7.13,326,156,985,0.2291,1.0
Tungsten,94.66,19.04,507,80,973,0.1695,0.9038
Titanium,85.36,4.59,402,92,177,0.5026,0.8886
Titanium,78.9,4.51,73,182,785,0.1641,1.0
Zinc,39.33,7.11,82,55,504,0.1351,1.0
Titanium,84.65,4.54,188,146,770,0.1632,1.0
Zinc,39.91,7.02,218,130,870,0.2935,1.0
Tungsten,90.52,19.13,136,145,1000,0.1614,1.0
Ceramic,93.81,4.0,572,59,211,0.3114,0.4836
Ceramic,88.23,3.83,247,94,504,0.1212,0.7891
Zinc,33.73,7.01,268,190,275,0.8732,1.0
Brass,64.55,8.5,759,143,863,0.2678,1.0
Brass,46.83,8.66,395,47,844,0.1393,0.8534
CastIron,78.97,7.12,405,135,775,0.1788,1.0
Nickel,66.78,8.74,101,87,659,0.1236,1.0
Brass,53.24,8.57,448,192,701,0.4265,1.0
Graphite,20.12,2.15,363,9,259,0.2388,0.3962
Aluminum,40.46,2.74,483,43,981,0.2109,0.9398
Ceramic,88.48,3.61,251,83,112,0.2951,0.7381
Copper,47.89,8.93,705,12,265,0.0948,0.3402
Zinc,37.84,7.1,598,142,561,0.6264,1.0
Titanium,81.57,4.55,373,5,566,0.0928,0.2227
Brass,56.91,8.32,341,69,326,0.2094,1.0
Tungsten,97.38,19.22,85,175,313,0.1961,1.0
Tungsten,98.04,19.16,683,135,987,0.2445,1.0
Zinc,32.19,7.04,320,61,360,0.4104,1.0
Magnesium,42.73,1.89,555,68,962,0.1545,1.0
Steel,81.59,7.83,274,37,478,0.0479,0.5594
CastIron,74.01,7.23,690,157,884,0.3246,1.0
Copper,38.3,8.94,739,12,609,0.0817,0.4625
Ceramic,99.82,3.79,646,86,378,0.3441,0.6264
Copper,44.43,8.81,403,157,363,0.5502,1.0
Bronze,60.97,8.71,336,134,891,0.2044,1.0
Tungsten,90.03,19.35,585,170,958,0.221,1.0
Magnesium,43.5,1.89,462,112,640,0.2635,1.0
Graphite,19.64,1.93,250,46,416,0.2367,1.0
Graphite,22.92,1.85,497,139,191,2.0471,1.0
Ceramic,99.58,3.72,505,129,193,0.4532,1.0
Brass,57.08,8.6,552,171,216,1.1185,1.0
Bronze,67.35,8.78,657,100,618,0.3415,1.0
Nickel,64.41,8.86,247,76,627,0.1995,1.0
Tungsten,93.45,19.28,724,188,706,0.2955,1.0
Inconel,90.55,8.45,274,45,272,0.0999,0.5659
Bronze,63.67,8.79,488,64,921,0.1818,0.9703
Tungsten,92.83,19.26,240,21,594,0.0596,0.3959
Zinc,28.37,7.16,699,48,756,0.3507,1.0
Copper,41.44,8.92,524,90,240,0.7658,1.0
Nickel,76.59,8.87,738,86,506,0.3411,0.9383
Ceramic,99.01,3.5,458,133,769,0.2132,1.0
Copper,43.79,8.87,446,59,481,0.2444,1.0
PTFE,8.42,2.16,759,6,75,1.0674,0.7086
Nickel,74.82,8.79,412,61,954,0.1765,0.8258
Steel,80.28,7.77,349,114,937,0.0877,1.0
Zinc,30.59,7.07,131,95,444,0.1498,1.0
Copper,51.71,8.95,361,170,345,0.5581,1.0
Magnesium,40.71,1.84,371,5,784,0.193,0.2978
Nickel,76.42,8.77,497,46,494,0.1901,0.5497
Bronze,72.51,8.83,310,35,983,0.053,0.587
Titanium,93.61,4.51,432,116,247,0.3665,0.9439
Nickel,60.63,8.88,391,71,646,0.2814,1.0
Steel,65.47,7.82,791,64,826,0.2056,0.7393
Tungsten,93.45,19.22,684,8,172,0.1268,0.3357
Bronze,53.87,8.7,209,60,860,0.103,0.8881
Titanium,90.53,4.56,173,29,878,0.1955,0.4797
Ceramic,92.82,3.89,444,16,400,0.1079,0.3411
Zinc,37.94,7.14,539,163,496,0.6497,1.0
Aluminum,44.7,2.77,46,198,403,0.0782,1.0
Nickel,62.45,8.72,210,92,224,0.3587,1.0
Bronze,51.76,8.73,47,50,681,0.1349,0.8265
CastIron,83.29,7.16,581,40,577,0.1971,0.6168
Magnesium,41.98,1.78,782,70,254,0.8032,1.0
Zinc,31.39,7.14,792,134,334,1.3763,1.0
